,time,x,y,z,Latitude,Longitude
1209,12.09049375,-2.773299932,1.990999937,3.23759985,23.7675196,90.3534292
1210,12.10045312,-0.525200009,2.453299999,2.244499922,23.7675306,90.3534392
1211,12.11046719,1.824599981,4.133199692,1.117499948,23.7675271,90.3534565
1212,12.12045156,2.155200005,6.096299648,2.020200014,23.7675365,90.3534695
1213,12.13045313,1.520699978,6.895499706,2.816399813,23.7675204,90.3534812
1214,12.14045312,1.213500023,5.918600082,3.500699997,23.7675284,90.3534951
1215,12.15045313,0.993900001,4.520499706,3.793299913,23.7675385,90.3534086
1216,12.16046562,-0.2174,4.27339983,3.380599976,23.7675326,90.3534189
1217,12.17045469,-0.711799979,3.638000011,1.77699995,23.7675252,90.3534272
1218,12.18045469,-0.322099984,1.978500009,1.162799954,23.7675284,90.353439
1219,12.19045469,-0.258300006,0.812599957,1.555799961,23.7675266,90.3534582
1220,12.20045313,0.1998,0.206900001,1.562099934,23.7675307,90.3534717
1221,12.21046719,1.041199923,-0.1338,0.308899999,23.7675336,90.3534822
1222,12.22049531,1.209699988,-0.141599998,-0.138999999,23.7675357,90.3534981
1223,12.23045312,0.555799961,0.239299998,0.548299968,23.7675358,90.353413
1224,12.24045469,-0.474799991,1.006199956,0.927899957,23.7675341,90.3534261
1225,12.25045312,-1.443699956,1.743899941,0.480799973,23.7675221,90.3534365
1226,12.26046406,-1.816999912,2.1954,-0.160699993,23.7675292,90.3534493
1227,12.27049531,-1.416000009,2.658200026,-1.360999942,23.767536,90.3534628
1228,12.28045469,-0.574299991,3.474599838,-2.865999937,23.7675329,90.3534721
1229,12.29045469,0.041899998,4.758500099,-3.31799984,23.7675226,90.3534848
1230,12.30045312,0.402799994,5.860599995,-2.667699814,23.7675324,90.3534964
1231,12.31049688,1.2148,5.868099689,-0.817900002,23.7675355,90.3534177
1232,12.32045156,2.892400026,4.347499847,1.515900016,23.7675194,90.3534273
1233,12.33045469,4.345399857,1.705199957,2.596899986,23.7675279,90.3534369
1234,12.34049688,3.836099863,-0.622999966,1.694299936,23.7675243,90.3534492
1235,12.35045469,2.584199905,-2.236999989,-0.666899979,23.767521,90.3534634
1236,12.36045938,1.118999958,-2.790299892,-2.426100016,23.7675204,90.3534777
1237,12.37045312,-0.433699995,-2.46329999,-3.07159996,23.7675292,90.3534897
1238,12.38049688,-1.681100011,-1.601400018,-3.519699812,23.7675203,90.3534992
1239,12.39045156,-2.003000021,-0.952899993,-3.192600012,23.7675405,90.3534143
1240,12.40045469,-2.527699947,-0.558200002,-1.974999905,23.7675303,90.3534234
1241,12.4105,-2.834699869,-0.779199958,-1.374599934,23.7675276,90.3534334
1242,12.42045469,-2.136800051,-1.651499987,-1.330299973,23.767532,90.353445
1243,12.43045156,-1.723699927,-1.725099921,-1.367599964,23.7675162,90.3534593
1244,12.4406,-2.239699841,-0.619300008,-1.271600008,23.7675179,90.3534742
1245,12.45060156,-2.767999887,0.53549999,-0.886999965,23.7675238,90.3534855
1246,12.46050156,-1.954399943,0.837799966,-1.180199981,23.7675244,90.3534961
1247,12.47045469,-1.322600007,0.483999997,-2.746199846,23.767539,90.3534237
1248,12.48045312,-1.966899991,-0.693300009,-3.174499989,23.7675379,90.3534331
1249,12.49045156,-2.726799965,-2.82859993,-2.787799835,23.7675204,90.3534421
1250,12.50045312,-3.377099991,-4.111599922,-2.663300037,23.7675213,90.3534525
1251,12.51046094,-3.456899881,-3.931999922,-2.760200024,23.7675252,90.353468
1252,12.52045312,-2.869299889,-3.219499826,-2.147599936,23.7675217,90.3534812
1253,12.53045469,-2.51970005,-2.449599981,-3.039199829,23.7675169,90.3534903
1254,12.54045313,-2.733700037,-2.956099987,-4.433399677,23.7675301,90.3535032
1255,12.55045312,-3.513099909,-3.672099829,-5.910899639,23.7675394,90.3534223
1256,12.56049844,-3.053099871,-4.549900055,-3.755800009,23.767537,90.3534303
1257,12.57045156,-2.35469985,-4.436899662,-0.500400007,23.7675225,90.3534405
1258,12.58045625,-1.470399976,-3.974099874,-0.411599994,23.7675258,90.3534529
1259,12.59045312,-0.638399959,-4.053599834,-2.877799988,23.7675323,90.353464
1260,12.60049688,-0.769099951,-4.457499981,-4.517499924,23.767528,90.3534759
1261,12.61045781,-1.789299965,-4.406099796,-4.72179985,23.7675295,90.3534878
1262,12.62045156,-2.610299826,-3.851699829,-3.487699986,23.7675182,90.3535014
1263,12.63045469,-2.777799845,-3.284799814,-2.047600031,23.7675389,90.3534281
1264,12.64049688,-2.279399872,-2.882400036,-1.932399988,23.7675279,90.3534353
1265,12.65045469,-1.345999956,-2.125099897,-2.905900002,23.767523,90.353445
1266,12.66045938,-0.433999985,-0.679099977,-3.369899988,23.7675289,90.3534596
1267,12.67049688,0.667800009,1.125399947,-3.740199804,23.7675308,90.3534712
1268,12.68045312,1.423499942,3.308499813,-3.805299997,23.7675179,90.3534855
1269,12.69045469,1.771899939,5.541999817,-3.206699848,23.767518,90.3534975
1270,12.70049688,1.686100006,7.415099621,-2.325199842,23.7675294,90.3534094
1271,12.71045469,1.389500022,8.087399483,-1.75669992,23.7675297,90.3534194
1272,12.72045469,1.006799936,7.738499641,-1.456099987,23.767522,90.3534309
1273,12.73049531,0.946999967,6.233599663,-0.897599995,23.7675213,90.3534421
1274,12.74045469,1.175999999,4.121099949,-0.649599969,23.7675184,90.353454
1275,12.75045469,1.112200022,2.271499872,-0.745099962,23.7675184,90.3534693
1276,12.76046719,0.460199982,0.964899957,1.416599989,23.7675223,90.3534803
1277,12.77049531,-0.403200001,0.321500003,5.450399876,23.7675235,90.3534938
1278,12.78045469,-0.74119997,0.532599986,6.192599773,23.7675337,90.353413
1279,12.79045469,-0.620299995,1.546399951,5.26099968,23.7675355,90.3534216
1280,12.80045469,-0.370900005,2.654000044,4.228600025,23.7675301,90.353432
1281,12.81046563,0.689700007,3.438799858,3.883599997,23.767525,90.3534424
1282,12.82045469,1.393399954,4.116099834,2.702899933,23.7675291,90.3534558
1283,12.83045313,1.145299911,4.618700027,0.814300001,23.7675167,90.3534713
1284,12.84045156,0.523599982,5.178099632,0.194999993,23.7675269,90.3534822
1285,12.85045469,0.0218,5.120800018,0.838699997,23.7675188,90.3534935
1286,12.86046562,-0.676499963,3.991599798,1.084699988,23.767536,90.353413
1287,12.87045156,-1.175699949,2.547600031,0.155000001,23.7665326,90.3541396
1288,12.88045156,-0.973699987,1.638399959,-0.398999989,23.7664946,90.3541142
1289,12.89045469,-0.727899969,1.659699917,0.353199989,23.7665463,90.3540636
1290,12.90045313,0.050499998,1.492999911,0.700399995,23.7664993,90.3541419
1291,12.91046719,0.584100008,1.217899919,1.902399898,23.7665076,90.3540959
1292,12.92049375,0.583000004,1.410300016,3.537199974,23.7665571,90.35417
1293,12.93045469,0.363099992,1.855999947,4.824100018,23.7665588,90.3540799
1294,12.94045469,0.252299994,2.363399982,5.902299881,23.7665029,90.3541256
1295,12.95045469,0.045599997,2.847499847,5.863100052,23.7664921,90.3541819
1296,12.96045781,-0.317699999,3.188199997,3.634699821,23.7664768,90.3540573
1297,12.97049688,-0.619300008,3.487099886,0.6602,23.7665239,90.3541654
1298,12.98045469,-0.393899977,3.788299799,-1.966399908,23.7665032,90.3540721
1299,12.99045156,0.510500014,3.857299805,-3.3974998,23.7665225,90.3540745
1300,13.00045156,1.622200012,3.700899839,-3.486599922,23.7665406,90.35419
1301,13.01045625,2.816099882,3.171700001,-2.770599842,23.7664741,90.3541369
1302,13.02049688,3.743599892,2.269000053,-2.096899986,23.7664821,90.3541118
1303,13.03045469,4.278399944,1.29339993,-2.440599918,23.7665156,90.3541528
1304,13.04045313,4.264800072,0.458399981,-2.948999882,23.7665045,90.3541608
1305,13.05049688,3.598999977,-0.22739999,-2.216399908,23.7664729,90.3541053
1306,13.06045781,2.528100014,-0.746299982,-1.411899924,23.7665343,90.3541631
1307,13.07045156,1.978500009,-1.548900008,-1.079699993,23.7665334,90.3540735
1308,13.08049531,1.117900014,-1.973999977,-0.938299954,23.7664952,90.3541732
1309,13.09045469,-1.248399973,-1.600399971,-1.505499959,23.7665285,90.3540918
1310,13.10045469,-3.638599873,-1.041599989,-2.410399914,23.7665265,90.3541106
1311,13.11050156,-5.086699963,-0.588,-3.262699842,23.7664845,90.3541591
1312,13.12045156,-5.282099724,-0.63440001,-2.994699955,23.7665025,90.3541051
1313,13.13045313,-3.727199793,-1.395399928,-2.565999985,23.7664926,90.3541941
1314,13.14045312,-1.959299922,-2.143899918,-1.856699944,23.7665253,90.3541332
1315,13.15049531,-1.568899989,-2.385599852,-1.158100009,23.7664748,90.3541362
1316,13.16045938,-1.455699921,-2.423499823,-1.291499972,23.7664887,90.3541657
1317,13.17045312,-0.762399972,-2.036499977,-1.819099903,23.7664744,90.3541197
1318,13.18045312,-0.543799996,-0.796399951,-2.471400023,23.7665453,90.3541636
1319,13.19045469,-1.126299977,0.17719999,-2.955799818,23.766486,90.3540959
1320,13.20045469,-2.089099884,-1.056800008,-3.349799871,23.7664891,90.3541596
1321,13.21046094,-3.17779994,-2.817199945,-3.406599998,23.7665506,90.3541014
1322,13.22045469,-3.815999985,-3.306599855,-3.147199869,23.7665016,90.3541867
1323,13.23045156,-3.433899879,-3.24119997,-2.533599854,23.7665345,90.3540541
1324,13.24045156,-2.38139987,-2.768499851,-1.751099944,23.7665334,90.3541942
1325,13.25045312,-1.43690002,-2.751499891,-1.414199948,23.7665582,90.35418
1326,13.26046875,-2.191799879,-3.287199974,-2.793200016,23.7665282,90.3541517
1327,13.27045469,-2.751499891,-4.097499847,-4.560800076,23.7664813,90.3541344
1328,13.28049844,-2.844300032,-4.929899693,-3.588199854,23.766488,90.3540687
1329,13.29026875,-2.646899939,-5.373600006,-2.161000013,23.7665492,90.354129
1330,13.30045469,-1.562999964,-5.006799698,-1.442899942,23.7665499,90.3540579
1331,13.31045469,-0.835599959,-4.020400047,-0.168799996,23.7664966,90.3541891
1332,13.32049375,-0.20099999,-3.329799891,-0.948300004,23.7664866,90.3540694
1333,13.33045469,0.132200003,-2.717200041,-2.23939991,23.7664758,90.3541573
1334,13.34045469,-0.066599995,-1.652199984,-3.486599922,23.7665173,90.3541132
1335,13.35049375,-0.528199971,-0.088599995,-2.80250001,23.7664778,90.3541907
1336,13.36045938,-0.846899986,1.770599961,-0.568899989,23.7664833,90.3541501
1337,13.37045469,-0.469599992,3.78309989,-0.017199999,23.7664749,90.3541252
1338,13.38049688,0.682699978,4.630099773,-0.573499978,23.7665324,90.3541493
1339,13.39045312,1.178799987,4.613500118,-3.083099842,23.766487,90.3541248
1340,13.40045469,0.430599988,3.97939992,-4.909599781,23.7664962,90.3540791
1341,13.41050156,-0.76849997,2.925899982,-5.027699947,23.7665147,90.3541225
1342,13.42045312,-1.170799971,1.558099985,-3.520599842,23.7664964,90.3541654
1343,13.43045156,-0.764699996,0.3486,-1.969799995,23.766557,90.3541756
1344,13.44045625,-0.13409999,-0.336999983,-1.725399971,23.7664873,90.354122
1345,13.45049688,0.247699991,-0.26729998,-2.634699821,23.7665275,90.3541389
1346,13.46045625,-0.0094,0.313499987,-3.796899796,23.7665101,90.3540987
1347,13.47045469,-0.396099985,1.160599947,-2.822999954,23.7665051,90.354194
1348,13.48045312,0.372599989,1.854299903,1.954899907,23.7664986,90.3541596
1349,13.49045156,1.681899905,2.25639987,7.317399979,23.7665542,90.3541251
1350,13.50049688,3.353299856,2.592399836,6.30589962,23.7665531,90.3541053
1351,13.51045781,4.15749979,3.29399991,3.280599833,23.7664887,90.3541129
1352,13.52045312,1.798399925,4.938899994,1.6947999,23.7665342,90.3541608
1353,13.53045469,-0.980399966,6.129799843,1.192600012,23.766488,90.3541075
1354,13.54045313,-2.37259984,6.158099651,1.491099954,23.7665544,90.3540876
1355,13.55049688,-1.982800007,5.798299789,2.294199944,23.7664811,90.354131
1356,13.56046875,-0.309799999,5.245599747,2.093499899,23.7664817,90.3540868
1357,13.57045312,0.790699959,4.04489994,0.158999994,23.7664842,90.3541657
1358,13.58045469,0.215700001,3.040499926,-0.0015,23.7665492,90.3541471
1359,13.59045469,-0.017899999,2.345799923,1.018199921,23.7665494,90.354102
1360,13.60045312,1.092199922,1.663699985,0.861099958,23.7665189,90.3541355
1361,13.61045781,2.65899992,1.577399969,0.785999954,23.7665239,90.3541546
1362,13.62045312,2.67509985,1.879099965,1.873699903,23.7665508,90.3541391
1363,13.63045313,2.145099878,1.648199916,2.788800001,23.7665221,90.3541898
1364,13.64045312,1.553599954,1.018599987,3.617199898,23.7665223,90.3540575
1365,13.65045313,0.0592,0.660600007,5.01970005,23.7664817,90.3541143
1366,13.66045781,-1.085999966,0.15609999,5.656599998,23.7665479,90.3541867
1367,13.67049531,-1.044700027,-0.626399994,4.947199821,23.7664729,90.3541702
1368,13.68045312,-0.550300002,-0.739600003,2.192699909,23.7665503,90.3540952
1369,13.69045469,-0.649299979,-0.202899993,-1.908299923,23.7664904,90.3541232
1370,13.70045469,-1.528899908,0.694599986,-5.476099968,23.766535,90.3540824
1371,13.71045625,-2.487699986,1.303499937,-7.258100033,23.7664941,90.3540942
1372,13.72045469,-2.926100016,1.787699938,-6.347199917,23.7665309,90.3540799
1373,13.73049531,-2.619799852,2.797799826,-4.23059988,23.7665318,90.3540848
1374,13.74045469,-1.072299957,4.257199764,-1.906599998,23.7675339,90.3535755
1375,13.75045469,0.754799962,5.932099819,0.727999985,23.7675551,90.3536493
1376,13.76045781,2.198099852,6.905900002,2.56799984,23.7675849,90.353716
1377,13.77049688,3.978399992,6.183199883,4.090399742,23.7675542,90.3535815
1378,13.78045469,5.988199711,3.66170001,5.391599655,23.7675809,90.3537539
1379,13.79045156,6.056799889,0.657899976,4.632100105,23.767599,90.3538719
1380,13.80045469,5.055299759,-2.069399834,1.201499939,23.7676333,90.3540787
1381,13.8104625,3.924599886,-4.175899982,-2.411499977,23.7676309,90.3541636
1382,13.82049688,1.817399979,-4.97329998,-4.39289999,23.7676468,90.3542705
1383,13.83045469,-0.673799992,-4.296299934,-4.536699772,23.7676794,90.3543996
1384,13.84045469,-2.000400066,-3.128499985,-3.734299898,23.7676815,90.3545374
1385,13.85045312,-2.021100044,-2.234499931,-2.311399937,23.7676898,90.3546675
1386,13.86050469,-2.141199827,-1.172500014,-1.040699959,23.7677275,90.3547835
1387,13.87045312,-2.409499884,-0.0414,-1.116599917,23.7675541,90.3536768
1388,13.88045469,-2.113699913,1.184000015,-2.235899925,23.7676542,90.3535914
1389,13.89045156,-1.755899906,2.82889986,-2.690599918,23.7676341,90.3537799
1390,13.90049688,-1.742999911,3.981799841,-1.510199904,23.7676763,90.3536557
1391,13.91045938,-1.08039999,3.546299934,-0.826900005,23.7675798,90.353745
1392,13.92045469,0.16579999,2.469799995,-1.20630002,23.7676542,90.3539024
1393,13.93045312,0.682799995,1.128399968,-1.463799953,23.767613,90.353626
1394,13.94049688,0.281699985,-0.623399973,-1.89139998,23.767553,90.3539485
1395,13.95045469,-0.839699984,-2.27670002,-1.343599916,23.7676443,90.3539916
1396,13.96045781,-1.656399965,-3.728199959,-1.105999947,23.7676368,90.3537184
1397,13.97045469,-1.496999979,-4.002999783,-1.690400004,23.7676278,90.353954
1398,13.98045469,-0.984099984,-2.463700056,-0.857499957,23.7675949,90.3539522
1399,13.99045313,-0.30429998,-1.110100031,0.412799984,23.7675304,90.3536241
1400,14.00045469,0.112099998,-1.568399906,-0.360799998,23.7675401,90.3537243
1401,14.01045625,-1.367299914,-1.310400009,-2.07679987,23.7676356,90.3540687
1402,14.02045625,-2.24849987,-0.635299981,-3.027400017,23.7675923,90.3537676
1403,14.03045156,-1.747499943,-0.680700004,-4.528699875,23.7675279,90.353756
1404,14.04045313,-1.931199908,-1.816399932,-5.354099751,23.7675626,90.3537958
1405,14.05045312,-3.374199867,-3.349399805,-3.931399822,23.7676259,90.3540155
1406,14.06045625,-3.183399916,-4.618799686,-1.139599919,23.767588,90.3537437
1407,14.07045312,-2.205199957,-4.797499657,-0.556400001,23.7675587,90.3537188
1408,14.08045156,-1.101099968,-4.858799934,-1.808499932,23.7675917,90.3539333
1409,14.09045469,-0.99849999,-4.805699825,-3.496999979,23.7676284,90.3537391
1410,14.10049688,-2.206199884,-4.224599838,-3.188099861,23.7675903,90.3536621
1411,14.11045625,-2.718400002,-3.148599863,-1.139599919,23.7676101,90.3536155
1412,14.12045469,-1.182299972,-2.290999889,-0.450999975,23.7675425,90.3536598
1413,14.13045469,0.381199986,-2.0072999,-1.095700026,23.7675735,90.3539419
1414,14.14049688,1.049499989,-1.744300008,-2.792299986,23.7676304,90.3536389
1415,14.15045313,1.121699929,-0.921399951,-4.477699757,23.7676235,90.353679
1416,14.1604625,0.884199977,0.281699985,-4.809400082,23.7675895,90.3535816
1417,14.17049375,0.162299991,1.16900003,-3.896499872,23.7675629,90.3538963
1418,14.18045312,-0.571500003,1.772099972,-3.925799847,23.7675402,90.3538147
1419,14.19045469,-0.968299985,2.237400055,-3.587899923,23.7675274,90.3538674
1420,14.20045156,-0.627799988,1.859299898,-2.165299892,23.7675533,90.3536365
1421,14.21050469,-0.2403,1.242299914,-1.405699968,23.767581,90.3538613
1422,14.22045469,0.293899983,0.573799968,-1.234499931,23.7675489,90.3536445
1423,14.23045469,0.49849999,0.13229999,-1.559499979,23.7676251,90.3539103
1424,14.24045313,0.44509998,-0.047399998,-2.709800005,23.7675859,90.3536025
1425,14.25049688,0.171499997,0.601499975,-3.940799952,23.7676587,90.3539178
1426,14.26045938,-0.063199997,2.412699938,-2.620800018,23.7676068,90.3538673
1427,14.27045312,0.707399964,4.244299889,0.379999995,23.7675905,90.3537198
1428,14.28045469,2.246299982,4.716899872,2.496700048,23.7676179,90.3538689
1429,14.29049375,2.6796,4.425600052,1.508000016,23.767597,90.3539578
1430,14.30060313,2.160699844,4.457499981,-0.109699994,23.767543,90.3535499
1431,14.31060781,0.583199978,5.26429987,0.619599998,23.767539,90.3539301
1432,14.32060156,-0.1655,5.009900093,2.597100019,23.7675267,90.353595
1433,14.33049688,1.118899941,3.047899961,3.121500015,23.7675702,90.3537129
1434,14.34045469,2.115599871,1.329999924,2.418299913,23.7675539,90.3539731
1435,14.35045469,1.434700012,1.198099971,0.932999968,23.7675648,90.3536261
1436,14.36045625,0.528599978,2.105700016,-0.053399999,23.7675942,90.3537182
1437,14.37045312,0.086099997,4.074199677,0.642499983,23.7676655,90.3535517
1438,14.38045469,-0.185299993,6.751699924,3.294299841,23.7675767,90.3536457
1439,14.39045156,0.25059998,8.099900246,3.484299898,23.7675976,90.3535313
1440,14.40045156,1.847899914,5.665699959,1.580699921,23.7676551,90.3537391
1441,14.41045625,2.509299994,1.787899971,1.302600026,23.7675523,90.3539399
1442,14.42045469,1.625699997,-0.232499987,1.531899929,23.767577,90.3536224
1443,14.43045156,0.559399962,-1.307399988,1.716199994,23.7675985,90.3537243
1444,14.44045469,-0.21509999,-2.036099911,1.676499963,23.7675737,90.3538261
1445,14.45045156,-0.5546,-2.243499994,1.761799932,23.7676079,90.3539346
1446,14.46045625,-0.627699971,-1.716199994,2.037799835,23.7675753,90.3537179
1447,14.47045469,0.025599999,-0.880899966,1.777999997,23.7675217,90.3538962
1448,14.48045469,0.875199974,-0.0087,0.812099993,23.7676133,90.3537278
1449,14.49045313,1.164899945,0.837300003,0.313899994,23.767612,90.3539908
1450,14.50049531,0.4991,1.763299942,-0.031199999,23.767633,90.353954
1451,14.51045781,-0.6074,2.771299839,-1.172299981,23.767618,90.3537285
1452,14.52045469,-1.49059999,3.7421,-3.259500027,23.767635,90.3536909
1453,14.53045156,-1.224399924,4.504300117,-4.476200104,23.767629,90.3537459
1454,14.54045469,-0.432499975,5.843699932,-3.078399897,23.7676333,90.3538231
1455,14.55049531,-0.106599994,7.90389967,-0.092500001,23.7675765,90.3538595
1456,14.56045781,1.619599938,8.687099457,3.666599989,23.7675221,90.3539522
1457,14.57045312,5.289599895,5.90389967,7.672899723,23.7676132,90.3539105
1458,14.58045469,7.354699612,1.77609992,8.744999886,23.7676576,90.3535523
1459,14.59049688,7.107299805,-1.796499968,5.95539999,23.7675972,90.3536643
1460,14.60045312,4.829299927,-3.839299917,0.595200002,23.7676103,90.3538063
1461,14.61045938,2.170899868,-4.415499687,-5.61839962,23.7675774,90.3538099
1462,14.62045312,-0.865499973,-4.112299919,-11.90759945,23.76809628,90.35447313
1463,14.63045469,-3.038699865,-2.898999929,-15.7191,23.76810013,90.355725
1464,14.64049688,-3.675599813,-0.873999953,-14.19320011,23.76828735,90.35561556
1465,14.65045156,-3.520599842,0.93689996,-7.570099831,23.76811163,90.35478848
1466,14.6604625,-2.929899931,1.266499996,1.803299904,23.76814103,90.35517006
1467,14.67049688,-1.153100014,0.371899992,7.209499836,23.76836999,90.35503962
1468,14.68045625,0.973399997,-0.473199993,8.234999657,23.76774362,90.35481302
1469,14.69045469,1.100499988,-0.309300005,5.782700062,23.76802733,90.35585617
1470,14.70045469,-0.0138,0.310499996,0.849099994,23.76799306,90.35590838
1471,14.71050313,-0.4648,0.3204,-3.194900036,23.76778947,90.35509913
1472,14.72045469,-0.835399985,-0.389099985,-4.473199844,23.76838028,90.35550123
1473,14.73045469,0.275399983,-1.278399944,-3.832399845,23.76837964,90.35454335
1474,14.74045313,0.98999995,-0.772899985,-2.306099892,23.76785379,90.35514595
1475,14.75045469,-0.119499996,-0.1866,-0.689099968,23.76784038,90.35476283
1476,14.7605,-0.574599981,-0.771099985,-0.516200006,23.76793432,90.35518999
1477,14.77045312,-0.228900001,-0.760399997,-1.465699911,23.76766546,90.35511184
1478,14.78045312,-0.436399996,-0.257400006,-1.955799937,23.76817321,90.35553421
1479,14.79045469,-0.832199991,-0.634599984,-2.281999826,23.76820044,90.35568937
1480,14.80045156,-0.823599994,-1.167099953,-1.894799948,23.76803999,90.35524311
1481,14.81045625,-1.156399965,-1.806699991,-1.614300013,23.76782376,90.35554095
1482,14.82045312,-1.504299998,-2.437099934,-2.466699839,23.76793162,90.35510471
1483,14.83045156,-1.842099905,-2.849799871,-3.111599922,23.76767466,90.35547791
1484,14.84045156,-2.432499886,-3.420399904,-3.333400011,23.76798648,90.35487796
1485,14.85045312,-2.887099981,-4.251899719,-2.906100035,23.76770712,90.35448543
1486,14.86045938,-2.814999819,-4.980799675,-2.085399866,23.76778195,90.3555625
1487,14.87045312,-2.119799852,-4.923299789,-2.312099934,23.76766074,90.35523992
1488,14.88045469,-1.42839992,-4.40569973,-2.720000029,23.76828632,90.35480323
1489,14.89049531,-1.907299995,-3.938399792,-3.292599916,23.76810539,90.35551849
1490,14.90045156,-2.734999895,-3.889199972,-3.203399897,23.76837239,90.35598522
1491,14.91045938,-2.611500025,-3.245299816,-2.379199982,23.76772521,90.35511264
1492,14.92045312,-1.551999927,-2.280799866,-1.529299974,23.76764035,90.35566992
1493,14.93049688,-0.044799998,-2.547699928,-3.345499992,23.76803682,90.35512891
1494,14.94045469,0.517199993,-2.966099977,-5.43930006,23.7681125,90.35503665
1495,14.95045469,0.208399996,-2.309000015,-5.290199757,23.76832645,90.35460576
1496,14.96050313,-0.205599994,-0.555999994,-3.998699903,23.76826526,90.35499906
1497,14.97045313,0.135499999,0.90929997,-3.02609992,23.76794212,90.35546612
1498,14.98045469,0.861099958,1.601400018,-3.146499872,23.76829468,90.35582264
1499,14.99049688,1.194700003,2.455099821,-3.771099806,23.76769833,90.35559377
1500,15.00045312,1.24969995,3.428399801,-4.307799816,23.76809499,90.35483682
1501,15.01045781,1.048300028,4.136099815,-3.772699833,23.76776098,90.35523992
1502,15.02049688,0.812299967,4.223799706,-3.153999805,23.76808755,90.35589355
1503,15.03045625,0.893099964,4.058000088,-2.921599865,23.76785227,90.35532385
1504,15.04045313,1.43809998,4.175699711,-2.825299978,23.76806885,90.35493278
1505,15.05049688,2.100899935,4.47329998,-2.355499983,23.76820296,90.35493781
1506,15.06045781,2.709199905,4.564599991,0.31219998,23.76789089,90.35563457
1507,15.07045156,2.089099884,4.665400028,3.127399921,23.76828732,90.35571995
1508,15.08045313,1.406000018,4.594199657,4.736999989,23.76819418,90.35539397
1509,15.09049688,1.452399969,4.470299721,4.800699711,23.76796983,90.35538516
1510,15.10045469,1.352899909,4.533099651,4.740799904,23.76831228,90.35542684
1511,15.11045625,0.76669997,4.259299755,4.167099953,23.76789661,90.35571114
1512,15.12045469,0.566699982,2.796900034,2.303900003,23.76775379,90.3558397
1513,15.13049688,0.435399979,1.119699955,1.047899961,23.76798695,90.35517588
1514,15.14045469,-0.244399995,1.144400001,0.576600015,23.76764866,90.35479959
1515,15.15045469,0.059,1.69599998,-0.018099999,23.76804152,90.35531012
1516,15.16045625,0.882799983,1.83889997,0.30249998,23.76809628,90.35447313
1517,15.17045469,1.020499945,2.490099907,1.835999966,23.76810013,90.355725
1518,15.18045469,1.67869997,3.470399857,1.71359992,23.76828735,90.35561556
1519,15.19045469,2.132400036,3.963099957,0.543799996,23.76811163,90.35478848
1520,15.20045313,1.632099986,3.399399996,-0.312299997,23.76814103,90.35517006
1521,15.21045469,1.235899925,2.116299868,-0.188999996,23.76836999,90.35503962
1522,15.22045313,0.76669997,1.568399906,0.992799997,23.76774362,90.35481302
1523,15.23045469,0.190299988,1.58949995,1.983500004,23.76802733,90.35585617
1524,15.24045156,0.0156,1.601199985,2.497400045,23.76799306,90.35590838
1525,15.25045156,0.491399974,1.248000026,2.438299894,23.76778947,90.35509913
1526,15.26050156,1.115399957,0.554199994,2.931699991,23.76838028,90.35550123
1527,15.27045469,1.465299964,0.0691,3.216099977,23.76837964,90.35454335
1528,15.28045469,1.169700027,0.126000002,2.529899836,23.76785379,90.35514595
1529,15.29045156,0.834399998,0.417099983,0.945899963,23.76784038,90.35476283
1530,15.30045469,0.589100003,0.629999995,-0.403699994,23.76793432,90.35518999
1531,15.31045938,0.189199999,1.126299977,-1.474699974,23.76766546,90.35511184
1532,15.32045469,-0.745499968,1.662499905,-3.865700006,23.76817321,90.35553421
1533,15.33045313,-1.359399915,2.143599987,-5.914099693,23.76820044,90.35568937
1534,15.34045156,-1.237999916,3.081099987,-6.226399899,23.76803999,90.35524311
1535,15.35049531,-0.84829998,4.351699829,-5.311599731,23.76782376,90.35554095
1536,15.36045938,-0.251499981,5.149699688,-3.508299828,23.76793162,90.35510471
1537,15.37045469,0.841099978,4.79460001,-0.782499969,23.76767466,90.35547791
1538,15.38045469,2.88319993,3.139099836,1.795099974,23.76798648,90.35487796
1539,15.39049531,4.764699936,1.011199951,3.487200022,23.76770712,90.35448543
1540,15.40045469,5.283099651,-0.860099971,3.508999825,23.76778195,90.3555625
1541,15.41045781,3.78399992,-1.818699956,1.892399907,23.76766074,90.35523992
1542,15.42045469,2.046000004,-2.384299994,-0.0858,23.76828632,90.35480323
1543,15.43049688,0.330199987,-2.768199921,-1.062999964,23.76810539,90.35551849
1544,15.44045156,-0.847499967,-2.667699814,-1.26609993,23.76837239,90.35598522
1545,15.45045469,-1.337899923,-1.826699972,-1.016299963,23.76772521,90.35511264
1546,15.46046094,-1.652499914,-0.518999994,-1.182199955,23.76764035,90.35566992
1547,15.47049688,-1.84589994,0.836099982,-1.583899975,23.76803682,90.35512891
1548,15.48045312,-1.778499961,2.022099972,-2.131599903,23.7681125,90.35503665
1549,15.49045313,-1.300999999,3.090899944,-2.884699821,23.76832645,90.35460576
1550,15.50045469,-0.836999953,3.846599817,-3.14929986,23.76826526,90.35499906
1551,15.51050469,-0.698599994,3.991999865,-3.336599827,23.76794212,90.35546612
1552,15.52045312,-0.522599995,2.890699863,-3.945999861,23.76829468,90.35582264
1553,15.53045469,-0.453299999,0.734699965,-3.587999821,23.76769833,90.35559377
1554,15.54045313,-0.90959996,-1.424799919,-2.901499987,23.76809499,90.35483682
